id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,elev_high,elev_low,average_speed,max_speed,average_heartrate,max_heartrate,start_latlng,moving_time_min,distance_mi,pace_mi,start_date_year
352071261,Evening Run,2015-07-22 19:32:49,Run,7457.5,3074,3580,298.3,360.1,128.0,2.426,5.1,,,"[37.302583, -122.053278]",51.233333333333334,4.6338742325,11.056263239516683,2015
347765068,Evening Run,2015-07-16 19:55:28,Run,6361.8,2232,2429,119.0,171.4,121.6,2.85,5.7,,,"[37.308517, -122.071234]",37.2,3.9530380278000004,9.410483718696494,2015
346324701,Evening Run,2015-07-14 19:41:45,Run,6236.0,2196,2395,113.1,172.4,121.5,2.84,4.8,,,"[37.308584, -122.070608]",36.6,3.874869556,9.445479253185988,2015
331727316,Evening Run,2015-06-23 19:35:17,Run,7050.7,2523,2737,64.8,171.9,123.0,2.795,8.3,,,"[37.308508, -122.070903]",42.05,4.3811005096999995,9.598045036149927,2015
321464077,Evening Run,2015-06-08 18:40:17,Run,8334.3,3238,3316,135.7,172.4,121.6,2.574,6.8,,,"[37.308365, -122.070417]",53.96666666666667,5.178692325299999,10.420906143239627,2015
317141044,Evening Run,2015-06-02 19:13:06,Run,5888.4,2387,2605,93.6,172.2,121.9,2.467,4.7,,,"[37.308594, -122.070442]",39.78333333333333,3.6588809963999998,10.873087529350217,2015
308595993,Evening Run,2015-05-20 19:10:34,Run,5981.8,2175,2349,232.2,263.2,127.5,2.75,5.2,,,"[37.302597, -122.052893]",36.25,3.7169170478,9.752706216959012,2015
306451776,Morning Run,2015-05-17 08:09:26,Run,12220.9,3644,4128,97.1,81.3,3.3,3.354,5.8,,,"[37.790638, -122.393522]",60.733333333333334,7.5937128539,7.997844335415151,2015
305702212,Morning Run,2015-05-16 09:08:55,Run,5764.5,1978,2118,103.7,171.0,121.5,2.914,6.0,,,"[37.308559, -122.07107]",32.96666666666667,3.5818931295,9.20369912635236,2015
303460274,Evening Run,2015-05-12 19:12:06,Run,8949.2,2988,3598,135.0,173.8,122.0,2.995,13.3,,,"[37.308485, -122.071072]",49.8,5.560773353200001,8.95558887889975,2015
300766800,Evening Run,2015-05-08 19:25:58,Run,6573.0,2815,2897,262.2,290.0,128.1,2.335,4.4,,,"[37.302553, -122.053429]",46.916666666666664,4.0842715830000005,11.487156452070504,2015
300231403,Evening Run,2015-05-07 18:49:10,Run,11580.4,4007,4189,246.6,233.7,121.9,2.89,8.3,,,"[37.308443, -122.071487]",66.78333333333333,7.1957247284,9.280973891309888,2015
299611252,Evening Run,2015-05-06 19:20:30,Run,9544.9,3861,4126,143.3,173.0,119.3,2.472,5.2,,,"[37.30853, -122.071279]",64.35,5.9309240578999995,10.84991130754502,2015
298387350,Evening Run,2015-05-04 19:07:21,Run,7301.7,2797,2829,274.0,285.8,126.5,2.611,4.8,,,"[37.302713, -122.052513]",46.61666666666667,4.5370646307,10.274631388593296,2015
296357645,Evening Run,2015-05-01 19:15:00,Run,10588.7,3533,3793,80.3,175.0,120.6,2.997,6.5,,,"[37.308573, -122.070973]",58.88333333333333,6.5795111077,8.949499798613028,2015
295183718,Evening Run,2015-04-29 19:28:36,Run,7672.0,3351,3358,277.5,290.3,128.2,2.289,5.6,,,"[37.302561, -122.053334]",55.85,4.767158312,11.715574844538537,2015
294563072,Evening Run,2015-04-28 19:00:38,Run,8488.2,3005,3252,292.0,351.3,127.3,2.825,5.1,,,"[37.302557, -122.053263]",50.083333333333336,5.2743213222000005,9.495692483226033,2015
290824289,Evening Run,2015-04-22 19:08:46,Run,8564.1,2924,3840,114.5,173.8,119.1,2.929,7.3,,,"[37.308591, -122.070698]",48.733333333333334,5.3214833811,9.157847510417236,2015
288896359,Evening Run,2015-04-19 18:00:27,Run,5951.8,2388,2611,217.8,315.1,128.0,2.492,4.9,,,"[37.302389, -122.053547]",39.8,3.6982759178,10.761771399597436,2015
287440451,Evening Run,2015-04-17 19:10:46,Run,6067.8,2400,2477,135.9,173.8,120.5,2.528,4.7,,,"[37.30686, -122.072679]",40.0,3.7703549538,10.609080707291364,2015
278258933,Evening Run,2015-04-02 18:43:12,Run,6543.4,2284,2667,224.8,315.0,120.4,2.865,15.3,,,"[37.303195, -122.051525]",38.06666666666667,4.0658790014,9.362469137315502,2015
277240622,Evening Run,2015-03-31 18:48:33,Run,7301.8,3189,3257,239.7,263.4,108.8,2.29,4.4,,,"[37.306276, -122.050305]",53.15,4.5371267678,11.71446219603245,2015
273692896,Evening Run,2015-03-24 19:06:54,Run,5879.1,2336,2375,123.0,175.7,123.3,2.517,6.5,,,"[37.308607, -122.071111]",38.93333333333333,3.6531022461000004,10.657608440852702,2015
270506188,Evening Run,2015-03-18 18:46:18,Run,5250.1,2255,2805,173.8,290.3,109.0,2.328,13.0,,,"[37.306278, -122.050496]",37.583333333333336,3.2622598871000004,11.520643552020376,2015
