PLAYER_ID,PLAYER_NAME,AGE,POSS,GP,MIN,season,position,three_pt_fgm_75,three_pt_fga_75,fg3m_uncontested_75,fg3a_uncontested_75,fg3m_spotup_75,fg3m_movement_75,fg3m_onball_75,fg3m_transition_75,pct_fg3a_uncontested,fg3_pct
201572,Brook Lopez,36.0,5137,79,30.5,2023-24,Center,2.1607942378820324,5.898384270975278,1.4745960677438195,3.7521899941600156,0.0,0.6569982480046721,0.01459996106677049,0.27739926026863926,0.6361386138613861,0.36633663366336633
201577,Robin Lopez,36.0,143,16,4.0,2023-24,Center,1.048951048951049,4.195804195804196,1.048951048951049,3.6713286713286712,0.0,0.0,0.0,0.0,0.875,0.25
201580,JaVale McGee,36.0,752,46,7.4,2023-24,Center-Forward,0.09973404255319149,0.6981382978723404,0.0,0.5984042553191489,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
201587,Nicolas Batum,35.0,3139,60,25.5,2023-24,Guard-Forward,1.744186046511628,4.396304555590953,1.0035043007327173,2.341510035043007,1.2663268556865244,0.2150366358712966,0.0,0.07167887862376553,0.5326086956521738,0.3967391304347826
201599,DeAndre Jordan,35.0,803,36,11.0,2023-24,Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
201935,James Harden,34.0,4988,72,34.3,2023-24,Guard,2.796712109061748,7.337610264635124,0.6766238973536487,1.5637530072173216,0.8269847634322374,0.09021651964715316,1.3532477947072974,0.4661186848436247,0.21311475409836067,0.38114754098360654
201939,Stephen Curry,36.0,5163,74,32.7,2023-24,Guard,5.185938407902383,12.696106914584544,1.6560139453805927,3.6461359674607783,0.9006391632771644,2.019174898314933,1.597908192911098,0.0,0.2871853546910755,0.40846681922196804
201942,DeMar DeRozan,34.0,6098,79,37.8,2023-24,Guard-Forward,0.9347326992456543,2.779599868809446,0.3443752049852411,0.9839291571006887,0.0,0.03689734339127583,0.14758937356510332,0.03689734339127583,0.35398230088495575,0.33628318584070793
201949,James Johnson,37.0,103,9,5.2,2023-24,Forward,0.0,1.4563106796116503,0.0,0.7281553398058251,0.0,0.0,0.0,0.0,0.5,0.0
201950,Jrue Holiday,34.0,4653,69,32.8,2023-24,Guard,2.2243713733075436,5.174081237911025,1.4829142488716958,3.497743391360413,1.2088974854932302,0.11283043197936815,0.2901353965183752,0.548033526756931,0.67601246105919,0.42990654205607476
201959,Taj Gibson,39.0,428,20,10.2,2023-24,Forward,0.35046728971962615,1.7523364485981308,0.35046728971962615,1.0514018691588785,0.0,0.0,0.0,0.0,0.6,0.2
201976,Patrick Beverley,35.0,2993,73,20.0,2023-24,Guard,1.528566655529569,4.535583027063147,0.9021049114600734,2.355496157701303,1.0273972602739725,0.0,0.2505846976277982,0.20046775810223855,0.5193370165745856,0.33701657458563533
201980,Danny Green,37.0,41,2,9.2,2023-24,Guard,0.0,1.829268292682927,0.0,1.829268292682927,0.0,0.0,0.0,0.0,1.0,0.0
