PLAYER_ID,PLAYER_NAME,AGE,POSS,GP,MIN,season,position,three_pt_fgm_75,three_pt_fga_75,fg3m_uncontested_75,fg3a_uncontested_75,fg3m_spotup_75,fg3m_movement_75,fg3m_onball_75,fg3m_transition_75,pct_fg3a_uncontested,fg3_pct
1626181,Norman Powell,31.0,4162,76,26.2,2023-24,Guard,3.009370494954349,6.883709754925516,1.1713118692936089,2.558865929841422,1.9101393560788082,0.32436328688130706,0.19822200864968764,0.5406054781355117,0.3717277486910994,0.43717277486911
1626192,Pat Connaughton,31.0,3545,76,22.1,2023-24,Guard,1.7348377997179125,5.035260930888575,0.9732016925246826,2.5176304654442876,1.227080394922426,0.14809590973201692,0.06346967559943582,0.2750352609308886,0.5,0.3445378151260504
1626196,Josh Richardson,30.0,2267,43,25.6,2023-24,Guard,2.1835024261138067,6.252756947507719,0.8270842523158358,2.11733568592854,1.3564181737979708,0.2977503308337009,0.06616674018526687,0.2977503308337009,0.33862433862433866,0.3492063492063492
1626204,Larry Nance Jr.,31.0,2525,61,19.9,2023-24,Forward-Center,0.801980198019802,1.8415841584158417,0.7128712871287128,1.693069306930693,0.5643564356435643,0.11881188118811882,0.0,0.029702970297029705,0.9193548387096774,0.43548387096774194
1626220,Royce O'Neale,31.0,4093,79,24.7,2023-24,Forward,2.858538968971415,7.604446616173955,2.363791839726362,5.8636696799413635,1.7774248717322259,0.3298314194967017,0.0916198387490838,0.5130710969948693,0.7710843373493977,0.3759036144578314
1626224,Cedi Osman,29.0,2761,72,17.6,2023-24,Forward,2.336110105034408,6.003259688518653,1.792828685258964,4.373415429192321,0.0,0.19014849692140529,0.05432814197754437,0.5704454907642159,0.7285067873303167,0.3891402714932127
1626246,Boban Marjanovic,35.0,158,14,5.1,2023-24,Center,0.0,0.9493670886075949,0.0,0.9493670886075949,0.0,0.0,0.0,0.0,1.0,0.0
1627732,Ben Simmons,27.0,759,15,23.9,2023-24,Guard-Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1627734,Domantas Sabonis,28.0,6086,82,35.7,2023-24,Forward-Center,0.40667104830759115,1.072132763720013,0.3943476832073612,1.022839303319093,0.22182057180414064,0.11091028590207032,0.012323365100230037,0.04929346040092015,0.9540229885057472,0.3793103448275862
1627736,Malik Beasley,27.0,4981,79,29.6,2023-24,Guard,3.372816703473198,8.161011845011041,1.4906645251957438,3.1921300943585624,2.002609917687211,0.42160208793414977,0.15057217426219635,0.6775747841798836,0.3911439114391144,0.4132841328413285
1627739,Kris Dunn,30.0,2667,66,18.9,2023-24,Guard,1.1529808773903263,3.093363329583802,0.8998875140607424,2.4465691788526436,0.0,0.0,0.08436445444319461,0.2249718785151856,0.7909090909090909,0.37272727272727274
1627741,Buddy Hield,31.0,4579,84,25.7,2023-24,Guard,3.5870277353133875,9.303341340904128,2.276697968988862,5.159423454902817,1.6215330858265997,0.6060275169250928,0.1310329766324525,0.32758244158113126,0.5545774647887324,0.3855633802816902
1627742,Brandon Ingram,26.0,4327,64,32.9,2023-24,Forward,1.4906401663970419,4.159926045759186,0.4679916801479085,1.3346429396810724,0.7799861335798475,0.13866420152530623,0.2253293274786226,0.25999537785994914,0.32083333333333336,0.3583333333333334
1627745,Damian Jones,29.0,548,39,6.9,2023-24,Center,0.41058394160583944,1.916058394160584,0.41058394160583944,1.7791970802919708,0.0,0.0,0.0,0.0,0.9285714285714285,0.2142857142857143
1627747,Caris LeVert,29.0,4071,68,28.8,2023-24,Guard,1.989683124539425,6.079587324981577,1.105379513633014,3.2424465733235075,0.0,0.2210759027266028,0.4421518054532056,0.3131908621960206,0.5333333333333333,0.32727272727272727
1627749,Dejounte Murray,27.0,5879,78,35.7,2023-24,Guard,2.564211600612349,7.054771219595169,0.43374723592447695,1.1226399047457052,1.09712536145603,0.2551454328967512,0.8164653852696037,0.31893179112093895,0.1591320072332731,0.36347197106690776
1627750,Jamal Murray,27.0,3790,59,31.5,2023-24,Guard,2.8693931398416885,6.70844327176781,1.1279683377308707,2.7308707124010554,0.7124010554089709,0.5145118733509234,1.0686015831134565,0.0,0.40707964601769914,0.4277286135693215
1627751,Jakob Poeltl,28.0,2763,50,26.4,2023-24,Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1627752,Taurean Prince,30.0,4506,78,27.0,2023-24,Forward,2.3468708388814914,5.875499334221038,1.181757656458056,2.996005326231691,1.248335552596538,0.3162450066577896,0.06657789613848203,0.6657789613848203,0.509915014164306,0.3994334277620397
1627759,Jaylen Brown,27.0,4873,70,33.5,2023-24,Guard-Forward,2.231684793761543,6.310281140980916,0.43094602914016006,1.2928380874204803,0.0,0.26164580340652577,0.5540734660373486,0.6310281140980915,0.20487804878048782,0.35365853658536583
1627763,Malcolm Brogdon,31.0,2326,39,28.7,2023-24,Guard,2.64402407566638,6.4165950128976785,2.128116938950989,4.772141014617369,1.5477214101461738,0.22570937231298366,0.5159071367153912,0.32244196044711954,0.7437185929648241,0.4120603015075377
1627777,Georges Niang,31.0,3766,82,22.3,2023-24,Forward,2.9673393520977167,7.8863515666489645,1.891927774827403,4.520711630377058,1.8720127456186935,0.3783855549654806,0.03983005841741901,0.6571959638874136,0.5732323232323232,0.3762626262626263
1627780,Gary Payton II,31.0,1465,44,15.5,2023-24,Guard,1.023890784982935,2.815699658703072,0.9726962457337883,2.7133105802047783,1.023890784982935,0.0,0.0,0.0,0.9636363636363636,0.36363636363636354
1627783,Pascal Siakam,30.0,5587,80,33.2,2023-24,Forward,1.141041703955611,3.302308931448004,0.912833363164489,2.4163236083765884,0.4161446214426347,0.18793628065151244,0.06712010023268301,0.10739216037229284,0.7317073170731707,0.34552845528455284
1627788,Furkan Korkmaz,26.0,653,35,8.6,2023-24,Guard-Forward,1.6079632465543645,4.594180704441041,1.1485451761102603,2.5267993874425727,0.0,0.0,0.0,0.0,0.55,0.35000000000000003
1627826,Ivica Zubac,27.0,3628,68,26.4,2023-24,Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1627827,Dorian Finney-Smith,31.0,3951,68,28.4,2023-24,Forward,2.2209567198177678,6.340167046317388,1.5755504935459377,4.498861047835991,1.3097949886104785,0.322703113135915,0.056947608200455586,0.4745634016704631,0.7095808383233533,0.3502994011976048
1627832,Fred VanVleet,30.0,5568,73,36.8,2023-24,Guard,3.0576508620689653,7.785560344827586,1.4816810344827587,3.4617456896551726,0.8485991379310345,0.35021551724137934,1.2796336206896552,0.0,0.4446366782006921,0.3927335640138408
1627853,Ryan Arcidiacono,30.0,95,20,2.3,2023-24,Guard,0.0,4.736842105263158,0.0,3.1578947368421053,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
1627863,Danuel House Jr.,31.0,1077,34,15.0,2023-24,Forward-Guard,1.0445682451253482,3.3426183844011144,0.6963788300835654,1.8802228412256268,0.626740947075209,0.0,0.0,0.20891364902506965,0.5625,0.3125
1627884,Derrick Jones Jr.,27.0,3781,76,23.5,2023-24,Forward,1.6265538217402804,4.740809309706426,1.4281935995768313,4.086220576567046,1.4678656440095215,0.07934408886537954,0.0,0.059508066649034644,0.8619246861924686,0.3430962343096235
1627936,Alex Caruso,30.0,4213,71,28.7,2023-24,Guard,2.4210776169000714,5.910277711844292,1.6199857583669595,3.720626631853786,1.6377877996676953,0.12461428910515074,0.24922857821030148,0.3560408260147163,0.6295180722891566,0.40963855421686746
1628365,Markelle Fultz,26.0,1872,43,21.2,2023-24,Guard,0.16025641025641027,0.6810897435897436,0.16025641025641027,0.6009615384615384,0.16025641025641027,0.0,0.0,0.0,0.8823529411764706,0.23529411764705885
1628368,De'Aaron Fox,26.0,5630,74,35.9,2023-24,Guard,2.850799289520426,7.713143872113677,1.119005328596803,2.757548845470693,0.8658969804618117,0.3330373001776199,0.8259325044404974,0.0,0.35751295336787564,0.3696027633851468
1628369,Jayson Tatum,26.0,5436,74,35.7,2023-24,Forward-Guard,3.1594922737306845,8.402317880794703,0.510485651214128,1.1589403973509935,0.7312362030905077,0.3173289183222958,1.6694260485651216,0.4001103752759382,0.13793103448275862,0.3760262725779967
1628370,Malik Monk,26.0,3979,72,26.0,2023-24,Guard,2.789645639607942,7.973108821311887,1.5833123900477508,4.3541090726313145,1.0178436793164112,0.5089218396582056,0.5654687107313395,0.4523749685850716,0.5460992907801419,0.3498817966903074
1628371,Jonathan Isaac,26.0,1870,58,15.8,2023-24,Forward,1.6844919786096257,4.451871657754011,0.8021390374331551,2.3663101604278074,0.0,0.040106951871657755,0.0,0.0,0.5315315315315314,0.3783783783783784
1628372,Dennis Smith Jr.,26.0,2160,56,18.9,2023-24,Guard,1.1111111111111112,3.75,0.9027777777777778,2.4305555555555554,0.8680555555555555,0.034722222222222224,0.06944444444444445,0.034722222222222224,0.6481481481481481,0.29629629629629634
1628373,Frank Ntilikina,25.0,89,5,8.6,2023-24,Guard,0.8426966292134831,6.741573033707865,0.8426966292134831,5.056179775280898,0.0,0.0,0.0,0.0,0.75,0.125
1628374,Lauri Markkanen,27.0,3884,55,33.1,2023-24,Forward-Center,3.3792481977342947,8.457775489186407,1.6413491246138003,3.630278063851699,1.3130792996910403,1.4675592173017507,0.11585993820803295,0.42481977342945415,0.42922374429223736,0.39954337899543374
1628378,Donovan Mitchell,27.0,4054,55,35.3,2023-24,Guard,3.367044893931919,9.120621608288111,0.9435125801677356,2.2755303404045386,0.8140108534780464,0.370004933399112,1.38751850024667,0.6660088801184016,0.24949290060851922,0.36916835699797157
1628379,Luke Kennard,28.0,2069,39,25.6,2023-24,Guard,3.8786853552440794,8.627356210729822,1.8487191880135332,3.8786853552440794,0.0,1.0149830836152731,0.14499758337361043,0.9787336877718705,0.44957983193277307,0.44957983193277307
1628380,Zach Collins,26.0,3247,69,22.1,2023-24,Forward-Center,1.3396981829380967,4.180782260548199,1.247305204804435,3.6495226362796425,0.5312596242685556,0.6467508469356329,0.0,0.09239297813366185,0.87292817679558,0.3204419889502762
1628381,John Collins,26.0,4010,68,28.0,2023-24,Forward-Center,1.6084788029925186,4.339152119700748,1.2344139650872819,3.160847880299252,0.9538653366583542,0.46758104738154616,0.018703241895261843,0.14962593516209474,0.728448275862069,0.37068965517241376
1628384,OG Anunoby,26.0,3503,50,34.0,2023-24,Forward,2.1838424207821867,5.716528689694548,1.3274336283185841,3.018840993434199,0.0,0.1926919783043106,0.042820439623180134,0.47102483585498145,0.5280898876404493,0.38202247191011235
1628385,Harry Giles III,26.0,213,23,4.3,2023-24,Forward-Center,1.056338028169014,4.929577464788733,1.056338028169014,3.8732394366197185,0.0,0.0,0.0,0.0,0.7857142857142857,0.21428571428571425
1628386,Jarrett Allen,26.0,5002,77,31.7,2023-24,Center,0.0,0.0899640143942423,0.0,0.07497001199520192,0.0,0.0,0.0,0.0,0.8333333333333334,0.0
1628389,Bam Adebayo,26.0,4909,71,34.0,2023-24,Center-Forward,0.229170910572418,0.6416785496027704,0.1986147891627623,0.47361988184966386,0.12222448563862294,0.015278060704827868,0.0,0.07639030352413935,0.7380952380952381,0.35714285714285715
1628391,D.J. Wilson,28.0,30,2,7.7,2023-24,Forward,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
1628392,Isaiah Hartenstein,26.0,3876,75,25.3,2023-24,Center-Forward,0.019349845201238388,0.058049535603715174,0.019349845201238388,0.038699690402476776,0.019349845201238388,0.0,0.0,0.0,0.6666666666666665,0.33333333333333326
1628398,Kyle Kuzma,28.0,4913,70,32.6,2023-24,Forward,2.3051088947689804,6.854264197028293,0.9312029309993894,2.3661713820476287,1.1907185019336455,0.24424994911459394,0.3511093018522288,0.47323427640952576,0.34521158129175944,0.33630289532293983
1628401,Derrick White,29.0,4935,73,32.6,2023-24,Guard,2.9787234042553195,7.522796352583587,1.6261398176291793,3.844984802431611,1.5653495440729484,0.3799392097264438,0.547112462006079,0.3951367781155015,0.5111111111111111,0.395959595959596
1628404,Josh Hart,29.0,5397,81,33.4,2023-24,Guard,1.1117287381878822,3.571428571428571,0.7226236798221234,2.237354085603113,0.7504168982768203,0.055586436909394105,0.1528627015008338,0.0,0.6264591439688717,0.31128404669260706
1628415,Dillon Brooks,28.0,4630,72,30.9,2023-24,Guard-Forward,2.138228941684665,5.944924406047516,1.3282937365010798,3.7257019438444927,1.1987041036717063,0.3077753779697624,0.14578833693304535,0.5021598272138229,0.6267029972752044,0.35967302452316074
1628418,Thomas Bryant,26.0,905,38,11.6,2023-24,Center-Forward,0.33149171270718236,1.8232044198895028,0.24861878453038674,1.3259668508287294,0.24861878453038674,0.0,0.0,0.0,0.7272727272727274,0.18181818181818185
1628420,Monte Morris,29.0,983,33,14.4,2023-24,Guard,2.060020345879959,5.188199389623602,0.7629704984740591,2.6703967446592065,1.449643947100712,0.0,0.1525940996948118,0.0,0.5147058823529411,0.3970588235294117
1628424,Kobi Simmons,26.0,139,4,16.9,2023-24,Guard,1.079136690647482,4.316546762589928,0.0,2.697841726618705,0.0,0.0,0.0,0.0,0.625,0.25
1628426,Sasha Vezenkov,28.0,1086,42,12.2,2023-24,Forward,3.1077348066298343,8.218232044198896,1.8646408839779005,5.248618784530387,0.0,0.5524861878453039,0.0,0.3453038674033149,0.6386554621848739,0.37815126050420167
1628436,Luke Kornet,28.0,1976,63,15.6,2023-24,Center-Forward,0.03795546558704453,0.03795546558704453,0.03795546558704453,0.03795546558704453,0.0,0.0,0.0,0.0,1.0,1.0
1628449,Chris Boucher,31.0,1456,50,14.1,2023-24,Forward-Center,1.5968406593406594,4.842032967032967,0.6696428571428571,1.7513736263736264,1.0302197802197801,0.15453296703296704,0.0,0.4120879120879121,0.36170212765957444,0.3297872340425532
1628464,Daniel Theis,32.0,2116,60,16.9,2023-24,Forward-Center,0.9215500945179583,2.48109640831758,0.8506616257088847,2.0203213610586013,0.531663516068053,0.24810964083175802,0.0,0.10633270321361059,0.8142857142857144,0.37142857142857144
1628467,Maxi Kleber,32.0,1854,43,20.3,2023-24,Forward,1.2944983818770226,3.7216828478964405,1.2135922330097086,3.1553398058252426,1.011326860841424,0.16181229773462782,0.0,0.08090614886731391,0.8478260869565216,0.3478260869565217
1628470,Torrey Craig,33.0,2136,53,19.8,2023-24,Forward,2.106741573033708,5.372191011235954,1.053370786516854,2.598314606741573,1.7205056179775282,0.0,0.0,0.21067415730337077,0.48366013071895436,0.39215686274509814
1628960,Grayson Allen,28.0,5232,75,33.5,2023-24,Guard,2.938646788990826,6.37901376146789,2.3652522935779814,4.945527522935779,1.9495412844036697,0.21502293577981652,0.1576834862385321,0.47305045871559637,0.7752808988764044,0.4606741573033708
1628963,Marvin Bagley III,25.0,2257,50,21.1,2023-24,Forward,0.2990695613646433,0.7642888790429775,0.2990695613646433,0.5981391227292866,0.26583961010190515,0.0,0.0,0.033229951262738144,0.7826086956521737,0.39130434782608686
1628964,Mo Bamba,26.0,1507,57,13.0,2023-24,Center,1.2441937624419375,3.18513603185136,0.8958195089581951,2.3390842733908426,0.3483742534837425,0.6469807564698076,0.0,0.0,0.734375,0.39062499999999994
1628966,Keita Bates-Diop,28.0,1366,53,12.5,2023-24,Forward,1.1530014641288433,3.788433382137628,0.7686676427525623,2.4158125915080526,0.9882869692532943,0.0,0.0,0.0,0.6376811594202898,0.3043478260869565
1628969,Mikal Bridges,27.0,5852,82,34.8,2023-24,Forward,2.8067327409432674,7.523069036226931,0.7689678742310322,1.935235816814764,1.3841421736158577,0.4613807245386193,0.33321941216678064,0.5639097744360901,0.2572402044293015,0.3730834752981261
1628970,Miles Bridges,26.0,5299,69,37.4,2023-24,Forward,2.2221173806378562,6.270050953010001,1.1322891111530478,3.184563125117947,1.174749952821287,0.3538403472353274,0.3963011889035667,0.0,0.507900677200903,0.35440180586907455
1628971,Bruce Brown,27.0,3993,67,27.8,2023-24,Guard-Forward,0.9954921111945906,3.0616078136739295,0.28174305033809166,1.1269722013523666,0.3193087903831705,0.018782870022539443,0.056348610067618335,0.24417731029301276,0.36809815950920244,0.32515337423312884
1628972,Troy Brown Jr.,24.0,1742,59,14.0,2023-24,Guard-Forward,2.02353616532721,5.984500574052813,1.0332950631458093,3.185993111366246,0.9041331802525833,0.08610792192881746,0.0,0.08610792192881746,0.5323741007194245,0.3381294964028777
1628973,Jalen Brunson,27.0,5508,77,35.4,2023-24,Guard,2.8730936819172115,7.148692810457517,0.9395424836601307,2.0561002178649237,0.8578431372549019,0.3131808278867102,1.184640522875817,0.0,0.2876190476190476,0.40190476190476193
1628975,Jevon Carter,28.0,2078,72,13.9,2023-24,Guard,2.779114533205005,8.409528392685274,1.8407122232916266,5.089027911453321,1.6602502406159767,0.18046198267564964,0.21655437921077958,0.6496631376323387,0.6051502145922747,0.33047210300429186
1628976,Wendell Carter Jr.,25.0,2864,55,25.6,2023-24,Center-Forward,1.675977653631285,4.478002793296089,1.361731843575419,3.482891061452514,1.1784217877094973,0.15712290502793297,0.0,0.2880586592178771,0.7777777777777778,0.37426900584795325
1628978,Donte DiVincenzo,27.0,4770,81,29.1,2023-24,Guard,4.433962264150943,11.037735849056604,2.5,5.566037735849056,2.484276729559748,0.660377358490566,0.330188679245283,0.8490566037735848,0.5042735042735041,0.40170940170940167
1628981,Bruno Fernando,25.0,1410,45,15.2,2023-24,Forward-Center,0.0,0.2127659574468085,0.0,0.1595744680851064,0.0,0.0,0.0,0.0,0.75,0.0
1628983,Shai Gilgeous-Alexander,25.0,5447,75,34.0,2023-24,Guard,1.3080594822838258,3.703873691940518,0.9638333027354506,2.6161189645676517,0.2891499908206352,0.02753809436387002,0.6746833119148155,0.2753809436387002,0.7063197026022304,0.3531598513011152
1628984,Devonte' Graham,29.0,663,23,13.6,2023-24,Guard,2.8280542986425337,9.276018099547512,0.7918552036199096,2.262443438914027,0.0,0.22624434389140272,0.6787330316742082,1.0180995475113122,0.2439024390243902,0.30487804878048774
1628988,Aaron Holiday,27.0,2706,78,16.3,2023-24,Guard,2.328159645232816,5.986696230598669,1.9955654101995566,4.212860310421286,1.3026607538802661,0.2771618625277162,0.4157427937915743,0.22172949002217296,0.7037037037037037,0.3888888888888889
1628989,Kevin Huerter,25.0,3286,64,24.4,2023-24,Guard-Forward,2.807364576993305,7.783018867924529,1.1868533171028606,3.4692635423006695,0.7988435788192331,1.300973828362751,0.06847230675593427,0.5706025562994522,0.4457478005865102,0.3607038123167155
1628991,Jaren Jackson Jr.,24.0,4418,66,32.2,2023-24,Forward-Center,1.9861928474422816,6.077410593028519,1.7315527387958354,4.8890900860117705,0.9676324128564961,0.441376188320507,0.11883205070167496,0.42440018107741057,0.8044692737430169,0.3268156424581006
1628995,Kevin Knox II,24.0,1208,31,18.1,2023-24,Forward,1.9246688741721854,5.836092715231787,1.1175496688741722,2.980132450331126,1.490066225165563,0.12417218543046357,0.0,0.18625827814569537,0.5106382978723405,0.3297872340425532
1628997,Caleb Martin,28.0,3527,64,27.4,2023-24,Forward,1.7224269917777149,4.8908420754182025,0.8718457612702013,2.2115111993195353,1.2120782534732066,0.14885171533881486,0.12758718457612703,0.23390983838956622,0.4521739130434783,0.3521739130434783
1628998,Cody Martin,28.0,1541,28,26.9,2023-24,Forward,1.3140817650876053,4.18559377027904,0.6813757300454251,1.9467878001297858,0.5840363400389358,0.0,0.3893575600259572,0.0,0.46511627906976744,0.31395348837209297
1629001,De'Anthony Melton,26.0,2157,38,26.9,2023-24,Guard,2.677329624478442,7.440890125173852,1.2865090403337969,3.755215577190542,1.321279554937413,0.2086230876216968,0.5563282336578581,0.521557719054242,0.5046728971962616,0.3598130841121495
1629002,Chimezie Metu,27.0,1798,51,16.8,2023-24,Forward-Center,1.167964404894327,3.9210233592880983,0.6256952169076752,2.6696329254727473,0.5839822024471635,0.0,0.0,0.12513904338153506,0.6808510638297871,0.29787234042553185
1629003,Shake Milton,27.0,1263,48,12.1,2023-24,Guard-Forward,1.0688836104513064,3.7410926365795723,0.831353919239905,2.9097387173396676,0.4750593824228028,0.0,0.1187648456057007,0.2375296912114014,0.7777777777777779,0.28571428571428575
1629004,Svi Mykhailiuk,27.0,848,41,10.1,2023-24,Guard-Forward,3.7146226415094343,9.463443396226417,1.0613207547169812,3.007075471698113,1.6804245283018866,0.884433962264151,0.08844339622641509,0.884433962264151,0.3177570093457943,0.3925233644859813
1629006,Josh Okogie,25.0,2008,60,16.0,2023-24,Guard,1.0831673306772909,3.510956175298805,0.9337649402390438,3.0627490039840635,0.0,0.0,0.0,0.0,0.8723404255319147,0.30851063829787234
1629007,Jontay Porter,24.0,779,26,13.8,2023-24,Center-Forward,1.9255455712451863,5.7766367137355585,1.6367137355584083,4.717586649550706,0.0,0.3851091142490372,0.0,0.1925545571245186,0.8166666666666668,0.33333333333333337
1629008,Michael Porter Jr.,26.0,5247,81,31.7,2023-24,Forward,3.1446540880503147,7.904516866781018,1.1435105774728416,2.558604917095483,1.6295025728987993,0.743281875357347,0.08576329331046312,0.0,0.3236889692585895,0.3978300180831827
1629010,Jerome Robinson,27.0,179,22,3.7,2023-24,Guard,0.8379888268156425,7.122905027932961,0.8379888268156425,5.027932960893855,0.0,0.0,0.0,0.0,0.7058823529411765,0.11764705882352941
1629011,Mitchell Robinson,26.0,1545,31,24.8,2023-24,Center-Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1629012,Collin Sexton,25.0,4399,78,26.6,2023-24,Guard,2.182314162309616,5.5069333939531715,0.7672198226869743,1.8072289156626506,1.0400090929756762,0.17049329393043872,0.3921345760400091,0.5796771993634917,0.3281733746130031,0.3962848297213622
1629013,Landry Shamet,27.0,1571,46,15.8,2023-24,Guard,2.530235518777849,7.495225970719288,1.5754296626352642,3.8669637173774665,0.9070655633354551,0.8593252705283259,0.2387014640356461,0.5251432208784215,0.5159235668789809,0.33757961783439494
1629014,Anfernee Simons,25.0,3231,46,34.4,2023-24,Guard,3.6211699164345403,9.401114206128133,1.0909935004642526,2.3909006499535748,0.0,0.6035283194057567,1.3231197771587744,0.5803156917363045,0.254320987654321,0.3851851851851852
1629018,Gary Trent Jr.,25.0,4159,71,28.1,2023-24,Guard-Forward,3.2099062274585237,8.169031017071411,2.1098821832171195,4.111565280115412,1.6229862947823996,0.32459725895647995,0.1983649915845155,1.0098581389757153,0.5033112582781457,0.39293598233995586
1629020,Jarred Vanderbilt,25.0,1253,29,20.0,2023-24,Forward,0.47885075818036715,1.5562649640861932,0.47885075818036715,1.4964086193136472,0.41899441340782123,0.0,0.0,0.059856344772545894,0.9615384615384615,0.3076923076923077
1629021,Moritz Wagner,27.0,2911,80,17.7,2023-24,Forward-Center,0.9790450017176228,2.9371350051528684,0.8759876331157678,2.447612504294057,0.7471659223634489,0.15458605290278254,0.0,0.05152868430092752,0.8333333333333334,0.3333333333333333
1629022,Lonnie Walker IV,25.0,2119,58,17.4,2023-24,Guard-Forward,3.6809815950920246,9.556394525719679,1.6989145823501652,3.5040113260972157,1.875884851344974,0.21236432279377065,0.637092968381312,0.9202453987730062,0.3666666666666667,0.38518518518518524
1629023,P.J. Washington,25.0,4649,73,30.4,2023-24,Forward,2.129490212949021,6.630458163045816,1.3228651322865133,3.6620778662077864,0.5807700580770058,0.4194450419445042,0.048397504839750485,0.4033125403312541,0.5523114355231143,0.32116788321167883
1629026,Kenrich Williams,29.0,2155,69,14.9,2023-24,Guard-Forward,1.948955916473318,4.872389791183294,1.2877030162412992,3.2714617169373548,1.3921113689095126,0.10440835266821345,0.0,0.24361948955916474,0.6714285714285715,0.4000000000000001
1629027,Trae Young,25.0,4241,54,36.0,2023-24,Guard,3.094788964866777,8.205611883989626,2.3520396132987504,5.712096203725537,0.5128507427493516,0.22989860881867483,1.9452959207734026,0.0,0.6961206896551724,0.3771551724137931
1629028,Deandre Ayton,25.0,3631,55,32.4,2023-24,Center,0.02065546681354999,0.18589920132194987,0.02065546681354999,0.18589920132194987,0.02065546681354999,0.0,0.0,0.0,1.0,0.11111111111111113
1629029,Luka Doncic,25.0,5524,70,37.5,2023-24,Forward-Guard,3.8559015206372194,10.033490224475017,0.69243301955105,1.5206372194062274,0.5023533671252716,0.40731354091238237,2.2538015930485154,0.6788559015206372,0.1515561569688769,0.3843031123139378
1629048,Goga Bitadze,24.0,1947,62,15.4,2023-24,Center-Forward,0.07704160246533129,0.539291217257319,0.07704160246533129,0.5007704160246533,0.0,0.0,0.0,0.0,0.9285714285714285,0.14285714285714288
1629052,Oshae Brissett,26.0,1311,55,11.5,2023-24,Forward-Guard,0.8581235697940504,3.1464530892448512,0.6864988558352403,2.345537757437071,0.6292906178489703,0.057208237986270026,0.0,0.17162471395881007,0.7454545454545455,0.2727272727272727
1629057,Robert Williams III,26.0,252,6,19.8,2023-24,Center-Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1629060,Rui Hachimura,26.0,3890,68,26.8,2023-24,Forward,1.8894601542416454,4.473007712082262,0.9640102827763496,2.197943444730077,1.4460154241645244,0.09640102827763496,0.0,0.28920308483290486,0.49137931034482757,0.4224137931034483
1629111,Jock Landale,28.0,1628,56,13.6,2023-24,Center,0.46068796068796064,1.8427518427518426,0.46068796068796064,1.6124078624078624,0.1382063882063882,0.3224815724815725,0.0,0.0,0.8750000000000001,0.25
1629117,Wenyen Gabriel,27.0,164,5,16.2,2023-24,Forward,0.4573170731707317,2.74390243902439,0.4573170731707317,1.829268292682927,0.0,0.0,0.0,0.0,0.6666666666666667,0.16666666666666669
1629130,Duncan Robinson,30.0,3901,68,28.0,2023-24,Forward,3.595231991796975,9.055370417841578,1.153550371699564,2.5954883363240193,1.5572930017944115,1.0574211740579338,0.3845167905665214,0.557549346321456,0.28662420382165604,0.3970276008492569
1629139,Yuta Watanabe,29.0,969,34,13.7,2023-24,Guard-Forward,1.934984520123839,6.578947368421052,0.9287925696594428,3.405572755417957,1.4705882352941175,0.0,0.0,0.3095975232198142,0.5176470588235295,0.29411764705882354
1629162,Jordan McLaughlin,28.0,1312,56,11.2,2023-24,Guard,2.34375,5.0304878048780495,2.229420731707317,4.344512195121951,1.6577743902439024,0.0,0.17149390243902438,0.2858231707317073,0.8636363636363635,0.46590909090909083
1629216,Gabe Vincent,28.0,469,11,19.8,2023-24,Guard,0.47974413646055436,4.477611940298507,0.31982942430703626,2.398720682302772,0.31982942430703626,0.0,0.15991471215351813,0.0,0.5357142857142858,0.10714285714285715
1629232,Kaiser Gates,27.0,16,1,7.4,2023-24,Forward,0.0,9.375,0.0,4.6875,0.0,0.0,0.0,0.0,0.5,0.0
1629234,Drew Eubanks,27.0,2423,75,15.6,2023-24,Forward-Center,0.09286009079653322,0.09286009079653322,0.09286009079653322,0.09286009079653322,0.09286009079653322,0.0,0.0,0.0,1.0,1.0
1629308,Juan Toscano-Anderson,31.0,110,11,4.8,2023-24,Forward,0.6818181818181818,2.727272727272727,0.0,2.0454545454545454,0.0,0.0,0.0,0.0,0.75,0.25
1629312,Haywood Highsmith,27.0,2769,66,20.7,2023-24,Forward,2.058504875406284,5.200433369447453,1.6793066088840736,4.198266522210184,1.7063921993499458,0.05417118093174431,0.0,0.24377031419284942,0.8072916666666667,0.3958333333333334
1629599,Amir Coffey,27.0,3071,70,20.9,2023-24,Guard-Forward,1.709540866167372,4.420384239661348,1.3187886681862586,3.1015955714750896,0.0,0.12211006186909801,0.024422012373819604,0.17095408661673722,0.7016574585635359,0.3867403314917127
1629603,Mamadi Diakite,27.0,51,6,4.1,2023-24,Forward,0.0,1.4705882352941175,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,1.0,0.0
1629610,DaQuan Jeffries,26.0,97,17,2.7,2023-24,Guard-Forward,1.5463917525773196,7.731958762886597,0.0,2.3195876288659796,0.0,0.0,0.0,0.0,0.30000000000000004,0.20000000000000004
